source_pdf,doi,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_pct,primary_dopant_site,codopant_elements,all_dopants_detail,property,value,unit,temperature_value,temperature_unit,source_type,source_detail,notes
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,122.4,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,243.1,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,145.7,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,260.5,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,ZT,0.52,dimensionless,room temperature,,body text,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,ZT,1.04,dimensionless,500,K,body text,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,149.1,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,263.8,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,78.5,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,299.1,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,68.0,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,315.9,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,ZT,0.64,dimensionless,500,K,body text,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,electrical conductivity,75.1,S cm-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,cation vacancy,nonstoichiometric,Ag,,cation vacancy (nonstoichiometric) @ Ag site,Seebeck coefficient,313.8,μV K-1,room temperature,,Table 2,,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,122.4,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,243.1,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,145.7,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,260.5,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,149.1,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,263.8,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,78.5,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS41,(Ag2Te)0.41(Sb2Te3)0.59,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,299.1,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,68.0,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS42,(Ag2Te)0.42(Sb2Te3)0.58,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,315.9,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,electrical conductivity,75.1,S cm-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,Q-SPS43,(Ag2Te)0.43(Sb2Te3)0.57,1,No,V_cation,nonstoichiometric,multiple sites,,V_cation (nonstoichiometric) @ multiple sites site,Seebeck coefficient,313.8,uV K-1,,,table,Table 2,
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.60,W m-1 K-1,300,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.45,W m-1 K-1,500,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.55,W m-1 K-1,300,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.40,W m-1 K-1,500,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,0.5,dimensionless,300,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC41,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,0.7,dimensionless,600,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.58,W m-1 K-1,300,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.44,W m-1 K-1,500,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.52,W m-1 K-1,300,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.38,W m-1 K-1,500,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,0.52,dimensionless,300,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC42,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,1.04,dimensionless,500,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.55,W m-1 K-1,300,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,thermal conductivity,0.43,W m-1 K-1,500,K,figure,Fig. 5a,Visually estimated from Fig. 5a
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.51,W m-1 K-1,300,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,lattice thermal conductivity,0.37,W m-1 K-1,500,K,figure,Fig. 5b,Visually estimated from Fig. 5b
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,0.55,dimensionless,300,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am1c21252.pdf,10.1021/acsami.1c21252,AgSbTe2,SC43,(Ag2Te)x(Sb2Te3)1-x,0,No,,,,,,ZT,0.95,dimensionless,500,K,figure,Fig. 5c,Visually estimated from Fig. 5c
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,electrical conductivity,15000,S/m,300,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,Seebeck coefficient,242,μV/K,300,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,Seebeck coefficient,352,μV/K,425,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.99Mg0.01Te2,AgSb0.99Mg0.01Te2,1,No,Mg,0.01,Sb,,Mg (0.01) @ Sb site,,,,,,,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,ZT,1.31,dimensionless,523,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,Seebeck coefficient,260,μV/K,300,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,Seebeck coefficient,186,μV/K,573,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,power factor,14,μW/cm K2,523,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,thermal conductivity,0.55,W/mK,300,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,thermal conductivity,0.69,W/mK,573,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,lattice thermal conductivity,0.37,W/mK,523,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.97Mg0.03Te2,AgSb0.97Mg0.03Te2,1,No,Mg,0.03,Sb,,Mg (0.03) @ Sb site,electrical conductivity,33000,S/m,300,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.97Mg0.03Te2,AgSb0.97Mg0.03Te2,1,No,Mg,0.03,Sb,,Mg (0.03) @ Sb site,electrical conductivity,35000,S/m,573,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.96Mg0.04Te2,AgSb0.96Mg0.04Te2,1,No,Mg,0.04,Sb,,Mg (0.04) @ Sb site,,,,,,,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,Seebeck coefficient,242,uV/K,room temperature,,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,Seebeck coefficient,352,uV/K,425,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,Seebeck coefficient,260,uV/K,room temperature,,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,Seebeck coefficient,186,uV/K,573,K,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSb0.97Mg0.03Te2,AgSb0.97Mg0.03Te2,1,No,Mg,0.03,Sb,,Mg (0.03) @ Sb site,electrical conductivity,33000,S/m,room temperature,,body text,,
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,ZT,0.58,dimensionless,,,figure,Fig. 7b,Visually estimated from Fig. 7b
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,Ag0.99SbTe2,Ag0.99SbTe2,1,No,Mg,x=0.01,Ag,,Mg (x=0.01) @ Ag site,ZT,0.85,dimensionless,,,figure,Fig. 7b,Visually estimated from Fig. 7b
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,Ag0.98SbTe2,Ag0.98SbTe2,1,No,Mg,x=0.02,Ag,,Mg (x=0.02) @ Ag site,ZT,1.31,dimensionless,,,figure,Fig. 7b,Visually estimated from Fig. 7b
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,Ag0.97SbTe2,Ag0.97SbTe2,1,No,Mg,x=0.03,Ag,,Mg (x=0.03) @ Ag site,ZT,0.95,dimensionless,,,figure,Fig. 7b,Visually estimated from Fig. 7b
am2c22930.pdf,10.1021/acsami.2c22930,AgSbTe2,Ag0.96SbTe2,Ag0.96SbTe2,1,No,Mg,x=0.04,Ag,,Mg (x=0.04) @ Ag site,ZT,0.75,dimensionless,,,figure,Fig. 7b,Visually estimated from Fig. 7b
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,ZT,0.89,dimensionless,523,K,body text,"Page 8, Results section",
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.98Cu0.02Te2,AgSb0.98Cu0.02Te2,1,No,Cu,0.02,Ag,,Cu (0.02) @ Ag site,,,,,,,,
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.96Cu0.04Te2,AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,ZT,1.44,dimensionless,523,K,body text,"Page 2, Introduction",
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.96Cu0.04Te2,AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,ZT,1.45,dimensionless,498,K,body text,"Page 8, Results section",
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.96Cu0.04Te2,AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,power factor,1.35,mW·K-2·m-1,498,K,body text,"Page 6, Electrical Transport Properties",
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.96Cu0.04Te2,AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,power factor,1.43,mW·K-2·m-1,448,K,body text,"Page 6, Electrical Transport Properties",
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb0.94Cu0.06Te2,AgSb0.94Cu0.06Te2,1,No,Cu,0.06,Ag,,Cu (0.06) @ Ag site,,,,,,,,
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,electrical conductivity,0.6,10^4 S/m,323,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,electrical conductivity,0.5,10^4 S/m,423,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,electrical conductivity,1.1,10^4 S/m,573,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,Seebeck coefficient,200,10^-6 V/K,323,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,Seebeck coefficient,380,10^-6 V/K,423,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,Seebeck coefficient,280,10^-6 V/K,573,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,power factor,0.7,10^-3 W/K^2m,323,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,power factor,0.7,10^-3 W/K^2m,423,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,1,No,none,0,unclear,,none (0) @ unclear site,power factor,1.0,10^-3 W/K^2m,573,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,electrical conductivity,1.6,10^4 S/m,323,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,electrical conductivity,2.7,10^4 S/m,423,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,electrical conductivity,2.6,10^4 S/m,573,K,figure,,Visually estimated from Fig. 5a
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,Seebeck coefficient,240,10^-6 V/K,323,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,Seebeck coefficient,240,10^-6 V/K,423,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,Seebeck coefficient,220,10^-6 V/K,573,K,figure,,Visually estimated from Fig. 5c
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,power factor,1.0,10^-3 W/K^2m,323,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,power factor,1.4,10^-3 W/K^2m,423,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),Ag0.96Cu0.04Te2,1,No,Cu,0.04,Ag,,Cu (0.04) @ Ag site,power factor,1.1,10^-3 W/K^2m,573,K,figure,,Visually estimated from Fig. 5d
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,0,No,,,,,,ZT,0.5,dimensionless,323,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0),AgSbTe2,0,No,,,,,,ZT,1.2,dimensionless,523,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.02),AgSb0.98Cu0.02Te2,1,No,Cu,0.02,Sb,,Cu (0.02) @ Sb site,ZT,0.6,dimensionless,323,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.02),AgSb0.98Cu0.02Te2,1,No,Cu,0.02,Sb,,Cu (0.02) @ Sb site,ZT,1.4,dimensionless,523,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Sb,,Cu (0.04) @ Sb site,ZT,0.6,dimensionless,323,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.04),AgSb0.96Cu0.04Te2,1,No,Cu,0.04,Sb,,Cu (0.04) @ Sb site,ZT,1.45,dimensionless,473,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.06),AgSb0.94Cu0.06Te2,1,No,Cu,0.06,Sb,,Cu (0.06) @ Sb site,ZT,0.55,dimensionless,323,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05454.pdf,10.1021/acsami.4c05454,AgSbTe2,AgSb1-xCuxTe2 (x=0.06),AgSb0.94Cu0.06Te2,1,No,Cu,0.06,Sb,,Cu (0.06) @ Sb site,ZT,1.2,dimensionless,473,K,figure,Fig. 8,Visually estimated from Fig. 8
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,electrical conductivity,15000,S/m,room temperature,,body text,Page 3,
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSbTe2,AgSbTe2,0,No,,,,,,electrical conductivity,29000,S/m,573,K,body text,Page 3,
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSb0.98Mg0.02Te2,AgSb0.98Mg0.02Te2,1,No,Mg,0.02,Sb,,Mg (0.02) @ Sb site,carrier mobility,45.5,cm2 V-1 S-1,room temperature,,body text,Page 4,
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSb0.96Mg0.02Ti0.02Te2,AgSb0.96Mg0.02Ti0.02Te2,2,Yes,Mg,0.02,Sb,Ti (0.02) @ Sb,Mg (0.02) @ Sb site; Ti (0.02) @ Sb site,power factor,15,μW/(cm K2),523,K,body text,Page 2,
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSb0.96Mg0.02Ti0.02Te2,AgSb0.96Mg0.02Ti0.02Te2,2,Yes,Mg,0.02,Sb,Ti (0.02) @ Sb,Mg (0.02) @ Sb site; Ti (0.02) @ Sb site,lattice thermal conductivity,0.33,W/(m K),523,K,body text,Page 2,
am4c05873.pdf,10.1021/acsami.4c05873,AgSbTe2,AgSb0.96Mg0.02Ti0.02Te2,AgSb0.96Mg0.02Ti0.02Te2,2,Yes,Mg,0.02,Sb,Ti (0.02) @ Sb,Mg (0.02) @ Sb site; Ti (0.02) @ Sb site,ZT,1.45,dimensionless,573,K,body text,Page 2,
