doi,source_pdf,base_composition,sample_id,full_formula,num_dopants,is_codoped,primary_dopant_element,primary_dopant_ratio,primary_dopant_site,codopant_elements,all_dopants_detail,power_factor,seebeck_coefficient,electrical_conductivity,ZT,temperature
10.1007/s11664-010-1278-1,Thermoelectric Properties of the Pseudobinary Alloy (Ag0.365Sb0.558Te)0.975(GeTe)0.025 Prepared by Spark Plasma Sintering.pdf,AgSbTe2,(Ag0.365Sb0.558Te)0.975(GeTe)0.025,(Ag0.365Sb0.558Te)0.975(GeTe)0.025,2,Yes,Ge,0.025,Sb,Ge (0.025) @ interstitial,Ge (0.025) @ Sb site; Ge (0.025) @ interstitial site,,131 uV K^-1,5 10^4 Ohm^-1 m^-1,0.69 dimensionless,551 K
10.1007/s11664-010-1278-1,Thermoelectric Properties of the Pseudobinary Alloy (Ag0.365Sb0.558Te)0.975(GeTe)0.025 Prepared by Spark Plasma Sintering.pdf,AgSbTe2,GeTe-added (Ag0.365Sb0.558Te)0.975(GeTe)0.025,(Ag0.365Sb0.558Te)0.975(GeTe)0.025,1,No,GeTe,0.025,unclear,,GeTe (0.025) @ unclear site,,,,0.69 dimensionless,551 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.03",(GeTe)0.97(Ag0.8Sb1.2Te3)0.03,2,Yes,Ag,x=0.03,unclear,Sb (x=0.03) @ unclear,Ag (x=0.03) @ unclear site; Sb (x=0.03) @ unclear site,,,,0.4 dimensionless,300 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.03",(GeTe)0.97(Ag0.8Sb1.2Te3)0.03,2,Yes,Ag,x=0.03,unclear,Sb (x=0.03) @ unclear,Ag (x=0.03) @ unclear site; Sb (x=0.03) @ unclear site,,,,1.2 dimensionless,750 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.10",(GeTe)0.9(Ag0.8Sb1.2Te3)0.1,2,Yes,Ag,x=0.10,unclear,Sb (x=0.10) @ unclear,Ag (x=0.10) @ unclear site; Sb (x=0.10) @ unclear site,,,,0.6 dimensionless,300 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.10",(GeTe)0.9(Ag0.8Sb1.2Te3)0.1,2,Yes,Ag,x=0.10,unclear,Sb (x=0.10) @ unclear,Ag (x=0.10) @ unclear site; Sb (x=0.10) @ unclear site,,,,1.6 dimensionless,750 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.20",(GeTe)0.8(Ag0.8Sb1.2Te3)0.2,2,Yes,Ag,x=0.20,unclear,Sb (x=0.20) @ unclear,Ag (x=0.20) @ unclear site; Sb (x=0.20) @ unclear site,,,,0.8 dimensionless,300 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),"(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x, x=0.20",(GeTe)0.8(Ag0.8Sb1.2Te3)0.2,2,Yes,Ag,x=0.20,unclear,Sb (x=0.20) @ unclear,Ag (x=0.20) @ unclear site; Sb (x=0.20) @ unclear site,,,,1.8 dimensionless,750 K
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),x = 0,(GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x where x=0,0,No,,,,,,See Fig. 5c uW/cmK^2,See Fig. 5b uV/K,See Fig. 5a S/cm,See Fig. 6a dimensionless,not reported
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),x = 0.03,(GeTe)0.97[(Ag2Te)0.4(Sb2Te3)0.6]0.03,0,No,,,,,,,See Fig. 5b uV/K,,,not reported
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),x = 0.10,(GeTe)0.9[(Ag2Te)0.4(Sb2Te3)0.6]0.1,0,No,,,,,,,,,1.8 dimensionless,not reported
10.1007/s12598-,Thermoelectric properties of (GeTe)1-x[(Ag2Te)0.4(Sb2Te3)0.6]x alloys.pdf,AgSbTe2-family (GeTe-Ag2Te-Sb2Te3 alloys),x = 0.20,(GeTe)0.8[(Ag2Te)0.4(Sb2Te3)0.6]0.2,0,No,,,,,,,,,1.8 dimensionless,not reported
10.1063/1.4895062,Thermoelectric properties of AgSbTe2 from first-principles calculations.pdf,AgSbTe2,pure AgSbTe2,AgSbTe2,0,No,,,,,,,100 uV/K,,,200 K
10.1063/1.4895062,Thermoelectric properties of AgSbTe2 from first-principles calculations.pdf,AgSbTe2,pure AgSbTe2,AgSbTe2,0,No,,,,,,,200 uV/K,,,400 K
10.1063/1.4895062,Thermoelectric properties of AgSbTe2 from first-principles calculations.pdf,AgSbTe2,pure AgSbTe2,AgSbTe2,0,No,,,,,,,250 uV/K,,,600 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.05,(AgSbTe2)0.05(Pb0.5Sn0.5Te)0.95,2,Yes,Pb,0.95 * 0.5,unclear,Sn (0.95 * 0.5) @ unclear,Pb (0.95 * 0.5) @ unclear site; Sn (0.95 * 0.5) @ unclear site,0.75 mW/mK^2,80 uV/K,1.5e-5 ohm m,0.1 dimensionless,300 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.05,(AgSbTe2)0.05(Pb0.5Sn0.5Te)0.95,1,No,Sn,0.5 in Pb0.5Sn0.5Te,multiple sites,,Sn (0.5 in Pb0.5Sn0.5Te) @ multiple sites site,,,,1 dimensionless,700 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.09,(AgSbTe2)0.09(Pb0.5Sn0.5Te)0.91,2,Yes,Pb,0.91 * 0.5,unclear,Sn (0.91 * 0.5) @ unclear,Pb (0.91 * 0.5) @ unclear site; Sn (0.91 * 0.5) @ unclear site,0.85 mW/mK^2,100 uV/K,1.8e-5 ohm m,0.2 dimensionless,300 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.09,(AgSbTe2)0.09(Pb0.5Sn0.5Te)0.91,1,No,Sn,0.5 in Pb0.5Sn0.5Te,multiple sites,,Sn (0.5 in Pb0.5Sn0.5Te) @ multiple sites site,,,,1 dimensionless,700 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.2,(AgSbTe2)0.2(Pb0.5Sn0.5Te)0.8,2,Yes,Pb,0.8 * 0.5,unclear,Sn (0.8 * 0.5) @ unclear,Pb (0.8 * 0.5) @ unclear site; Sn (0.8 * 0.5) @ unclear site,1.0 mW/mK^2,120 uV/K,2.0e-5 ohm m,0.3 dimensionless,300 K
10.1016/j.jallcom.2005.08.033,"Thermoelectric properties of p-type (AgSbTe2)x(Pb0.5Sn0.5Te)1 − x (x = 0.05, 0.09, 0.2).pdf",AgSbTe2-PbTe-SnTe,x=0.2,(AgSbTe2)0.2(Pb0.5Sn0.5Te)0.8,1,No,Sn,0.5 in Pb0.5Sn0.5Te,multiple sites,,Sn (0.5 in Pb0.5Sn0.5Te) @ multiple sites site,,,,1 dimensionless,700 K
10.1038/srep45177,Thin-film metallic glass an effective diffusion barrier for Se-doped AgSbTe2 thermoelectric modules.pdf,AgSbTe2,Ag25Sb25Se5Te45,Ag25Sb25Se5Te45,1,No,Se,5 at.%,unclear,,Se (5 at.%) @ unclear site,,,,1.4 dimensionless,673 K
10.1038/srep45177,Thin-film metallic glass an effective diffusion barrier for Se-doped AgSbTe2 thermoelectric modules.pdf,AgSbTe2,Ag25Sb25Se5Te45,Ag25Sb25Se5Te45,1,No,Se,5 at.%,Te,,Se (5 at.%) @ Te site,,,,1.4 dimensionless,673 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.10(GeTe)0.90,(AgSb1.04Te2.32)0.10(GeTe)0.90,0,No,,,,,,,61 mV/K,0.343 mO-cm,,325 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.10(GeTe)0.90,(AgSb1.04Te2.32)0.10(GeTe)0.90,0,No,,,,,,,,,0.8 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.13(GeTe)0.87,(Ag0.75SbTe2.20)0.13(GeTe)0.88,0,No,,,,,,,62 mV/K,0.439 mO-cm,,325 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.13(GeTe)0.87,(Ag0.75SbTe2.20)0.13(GeTe)0.88,0,No,,,,,,,,,0.8 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.15(GeTe)0.85,(Ag0.85Sb1.01Te1.95)0.15(GeTe)0.85,0,No,,,,,,,100 mV/K,0.50 mO-cm,,325 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.15(GeTe)0.85,(Ag0.85Sb1.01Te1.95)0.15(GeTe)0.85,0,No,,,,,,,,,1.36 dimensionless,700 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.17(GeTe)0.83,(Ag0.84Sb0.99Te2.01)0.17(GeTe)0.83,0,No,,,,,,,73 mV/K,0.630 mO-cm,,325 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.17(GeTe)0.83,(Ag0.84Sb0.99Te2.01)0.17(GeTe)0.83,0,No,,,,,,,,,0.8 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.20(GeTe)0.80,(Ag0.80SbTe1.90)0.20(GeTe)0.80,0,No,,,,,,,80 mV/K,0.561 mO-cm,,325 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,(AgSbTe2)0.20(GeTe)0.80,(Ag0.80SbTe1.90)0.20(GeTe)0.80,0,No,,,,,,,,,1.0 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,TAGS-80,(AgSbTe2)0.20(GeTe)0.80,1,No,Ge,0.80,multiple sites,,Ge (0.80) @ multiple sites site,,,,1.36 dimensionless,700 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,TAGS-82,(AgSbTe2)0.17(GeTe)0.83,1,No,Ge,0.83,multiple sites,,Ge (0.83) @ multiple sites site,,,,0.8 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,TAGS-85,(AgSbTe2)0.15(GeTe)0.85,1,No,Ge,0.85,multiple sites,,Ge (0.85) @ multiple sites site,,,,1.36 dimensionless,700 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,TAGS-87,(AgSbTe2)0.13(GeTe)0.87,1,No,Ge,0.87,multiple sites,,Ge (0.87) @ multiple sites site,,,,0.8 dimensionless,750 K
10.1016/j.jssc.2009.05.024,"Transport and mechanical property evaluation of (AgSbTe)1 x(GeTe)x (x ¼ 0.80, 0.82, 0.85, 0.87, 0.90).pdf",AgSbTe2-GeTe,TAGS-90,(AgSbTe2)0.10(GeTe)0.90,1,No,Ge,0.90,multiple sites,,Ge (0.90) @ multiple sites site,,,,0.8 dimensionless,750 K
10.1063/10.0014020,Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,AgSbTe2,(AgSbTe2)0.7(PbTe)0.3,(AgSbTe2)0.7(PbTe)0.3,1,No,Pb,0.3,multiple sites,,Pb (0.3) @ multiple sites site,,200 uV/K,10 Ohm^-1 cm^-1,,100 K
10.1063/10.0014020,Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,AgSbTe2,(AgSbTe2)0.7(PbTe)0.3,(AgSbTe2)0.7(PbTe)0.3,1,No,Pb,0.3,multiple sites,,Pb (0.3) @ multiple sites site,,250 uV/K,15 Ohm^-1 cm^-1,,200 K
10.1063/10.0014020,Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,AgSbTe2,(AgSbTe2)0.7(PbTe)0.3,(AgSbTe2)0.7(PbTe)0.3,1,No,Pb,0.3,multiple sites,,Pb (0.3) @ multiple sites site,,300 uV/K,18 Ohm^-1 cm^-1,,300 K
10.1063/10.0014020,Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,AgSbTe2,(AgSbTe2)0.7(PbTe)0.3,(AgSbTe2)0.7(PbTe)0.3,1,No,Pb,0.3,multiple sites,,Pb (0.3) @ multiple sites site,,400 uV/K,15 Ohm^-1 cm^-1,,400 K
10.1063/10.0014020,Transport properties of (AgSbТe2 )0.7 (PbTe)0.3 thermoelectric compound.pdf,AgSbTe2,(AgSbTe2)0.7(PbTe)0.3,(AgSbTe2)0.7(PbTe)0.3,1,No,Pb,0.3,multiple sites,,Pb (0.3) @ multiple sites site,,300 uV/K,15 Ohm^-1 cm^-1,,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0,AgSbTe2,0,No,,,,,,,,134 S cm-1,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,Ag,In (0.01) @ Sb; Se (0.02) @ Te,Cu (0.01) @ Ag site; In (0.01) @ Sb site; Se (0.02) @ Te site,,,184 S cm-1 | 222 S cm-1,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,Ag,In (0.01) @ Sb; Se (0.02) @ Te,Cu (0.01) @ Ag site; In (0.01) @ Sb site; Se (0.02) @ Te site,,,222 S cm-1,,473 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.03,Ag0.97Sb0.97Te1.94Cu0.03In0.03Se0.06,3,Yes,Cu,0.03,Ag,In (0.03) @ Sb; Se (0.06) @ Te,Cu (0.03) @ Ag site; In (0.03) @ Sb site; Se (0.06) @ Te site,,,161 S cm-1,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.03,Ag0.97Sb0.97Te1.94Cu0.03In0.03Se0.06,3,Yes,Cu,0.03,Ag,In (0.03) @ Sb; Se (0.06) @ Te,Cu (0.03) @ Ag site; In (0.03) @ Sb site; Se (0.06) @ Te site,,,,1.54 dimensionless,623 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.03,Ag0.97Sb0.97Te1.94Cu0.03In0.03Se0.06,3,Yes,Cu,0.03,Ag,In (0.03) @ Sb; Se (0.06) @ Te,Cu (0.03) @ Ag site; In (0.03) @ Sb site; Se (0.06) @ Te site,14.1 10^-4 W m^-1 K^-2,,,,573-623 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x = 0.05,(AgSbTe2)0.95(CuInSe2)0.05,3,Yes,Cu,0.05,Ag,In (0.05) @ Sb; Se (0.10) @ Te,Cu (0.05) @ Ag site; In (0.05) @ Sb site; Se (0.10) @ Te site,,,113 S cm-1,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0,AgSbTe2,0,No,,,,,,8 10^-4 W/mK^2,240 µV/K,100 S/cm,0.3 dimensionless,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0,AgSbTe2,0,No,,,,,,,,180 S/cm,,450 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0,AgSbTe2,0,No,,,,,,10 10^-4 W/mK^2,320 µV/K,,0.9 dimensionless,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0,AgSbTe2,0,No,,,,,,9 10^-4 W/mK^2,260 µV/K,120 S/cm,,600 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0,AgSbTe2,0,No,,,,,,,,,1.1 dimensionless,623 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,unclear,In (0.01) @ unclear; Se (0.01) @ Te,Cu (0.01) @ unclear site; In (0.01) @ unclear site; Se (0.01) @ Te site,10 10^-4 W/mK^2,230 µV/K,140 S/cm,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,x=0.01,Ag,In (x=0.01) @ Sb; Se (x=0.01) @ Te,Cu (x=0.01) @ Ag site; In (x=0.01) @ Sb site; Se (x=0.01) @ Te site,,,,0.4 dimensionless,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,unclear,In (0.01) @ unclear; Se (0.01) @ Te,Cu (0.01) @ unclear site; In (0.01) @ unclear site; Se (0.01) @ Te site,,,180 S/cm,,450 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,unclear,In (0.01) @ unclear; Se (0.01) @ Te,Cu (0.01) @ unclear site; In (0.01) @ unclear site; Se (0.01) @ Te site,13 10^-4 W/mK^2,260 µV/K,,,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,x=0.01,Ag,In (x=0.01) @ Sb; Se (x=0.01) @ Te,Cu (x=0.01) @ Ag site; In (x=0.01) @ Sb site; Se (x=0.01) @ Te site,,,,1.1 dimensionless,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,0.01,unclear,In (0.01) @ unclear; Se (0.01) @ Te,Cu (0.01) @ unclear site; In (0.01) @ unclear site; Se (0.01) @ Te site,12 10^-4 W/mK^2,270 µV/K,150 S/cm,,600 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.01,(AgSbTe2)0.99(CuInSe2)0.01,3,Yes,Cu,x=0.01,Ag,In (x=0.01) @ Sb; Se (x=0.01) @ Te,Cu (x=0.01) @ Ag site; In (x=0.01) @ Sb site; Se (x=0.01) @ Te site,,,,1.3 dimensionless,623 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,0.03,unclear,In (0.03) @ unclear; Se (0.03) @ Te,Cu (0.03) @ unclear site; In (0.03) @ unclear site; Se (0.03) @ Te site,11 10^-4 W/mK^2,230 µV/K,160 S/cm,,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,x=0.03,Ag,In (x=0.03) @ Sb; Se (x=0.03) @ Te,Cu (x=0.03) @ Ag site; In (x=0.03) @ Sb site; Se (x=0.03) @ Te site,,,,0.5 dimensionless,300 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,0.03,unclear,In (0.03) @ unclear; Se (0.03) @ Te,Cu (0.03) @ unclear site; In (0.03) @ unclear site; Se (0.03) @ Te site,,,190 S/cm,,450 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,0.03,unclear,In (0.03) @ unclear; Se (0.03) @ Te,Cu (0.03) @ unclear site; In (0.03) @ unclear site; Se (0.03) @ Te site,14 10^-4 W/mK^2,250 µV/K,,,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,x=0.03,Ag,In (x=0.03) @ Sb; Se (x=0.03) @ Te,Cu (x=0.03) @ Ag site; In (x=0.03) @ Sb site; Se (x=0.03) @ Te site,,,,1.2 dimensionless,500 K
10.1016/j.jallcom.2026.188903,Ultralow lattice thermal conductivity and enhanced thermoelectric performance enabled by CuInSe2 alloying in AgSbTe2.pdf,(AgSbTe2)1-x(CuInSe2)x,x=0.03,(AgSbTe2)0.97(CuInSe2)0.03,3,Yes,Cu,0.03,unclear,In (0.03) @ unclear; Se (0.03) @ Te,Cu (0.03) @ unclear site; In (0.03) @ unclear site; Se (0.03) @ Te site,13 10^-4 W/mK^2,260 µV/K,160 S/cm,,600 K
